State,District,Latitude,Longitude,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,ST,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Literacy,Male_Literacy,Female_Literacy,Sex_Ratio,Employed,Unemployed
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,3687165,1923928,1763237,2031532,1265753,765779,608024,118924,408808,19335,54808,55.0,66.0,43.0,92.0,40.0,60.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,1458248,783639,674609,805849,531904,273945,354465,324960,132079,1059,13045,55.0,68.0,41.0,86.0,43.0,57.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,1951014,1021161,929853,1298345,765396,532949,405408,183816,339899,12843,36297,67.0,75.0,57.0,91.0,38.0,62.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,3307743,1696325,1611418,1758624,1102750,655874,699911,10418,347344,4449,35328,53.0,65.0,41.0,95.0,43.0,57.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,2037573,1025422,1012151,1085693,667381,418312,398096,144578,326793,4043,19270,53.0,65.0,41.0,99.0,41.0,59.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,1156597,581339,575258,619139,383334,235805,148168,160809,193276,1989,9222,54.0,66.0,41.0,99.0,48.0,52.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,1335551,704031,631520,741748,486184,255564,278789,285848,140947,1887,14310,56.0,69.0,40.0,90.0,43.0,57.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,2677333,1374990,1302343,1652117,995275,656842,418806,75349,339457,5647,28382,62.0,72.0,50.0,95.0,38.0,62.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,1036346,534231,502115,476806,309900,166906,201863,292470,134089,2146,10297,46.0,58.0,33.0,94.0,41.0,59.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,1421326,728136,693190,749659,478329,271330,287903,178207,158264,1908,12482,53.0,66.0,39.0,95.0,46.0,54.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,3068420,1566801,1501619,1582629,973444,609185,188525,1525289,357846,14211,48517,52.0,62.0,41.0,96.0,45.0,55.0
Sikkim,East,27.29600352941175,88.74908392156858,1709346,907500,801846,1352998,748382,604616,281422,0,352758,80037,127465,79.0,82.0,75.0,88.0,34.0,66.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,754894,374703,380191,480604,269582,211022,176230,10722,177502,1749,8371,64.0,72.0,56.0,101.0,48.0,52.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,4646732,2335844,2310888,3776276,1968079,1808197,779667,10061,1096334,217368,355838,81.0,84.0,78.0,99.0,39.0,61.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,3458045,1729297,1728748,2635907,1394790,1241117,535911,28342,896325,63273,149920,76.0,81.0,72.0,100.0,45.0,55.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,2605914,1311697,1294217,1815281,1000322,814959,763944,15702,598412,15396,50938,70.0,76.0,63.0,99.0,45.0,55.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,1506843,774303,732540,917709,527599,390110,245392,63044,337972,3651,18927,61.0,68.0,53.0,95.0,50.0,50.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,2159775,1080938,1078837,1481834,816180,665654,452376,8064,500057,9155,38677,69.0,76.0,62.0,100.0,51.0,49.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,2251744,1129868,1121876,1492662,828300,664362,369483,21880,595211,18604,58861,66.0,73.0,59.0,99.0,53.0,47.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,3998252,2012958,1985294,3013382,1611461,1401921,948081,41210,961161,100322,200738,75.0,80.0,71.0,99.0,42.0,58.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,1870374,926345,944029,1548738,780541,768197,74249,7282,465692,15673,52943,83.0,84.0,81.0,102.0,36.0,64.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,1064493,528184,536309,727044,401726,325318,221385,575,264949,4915,17995,68.0,76.0,61.0,102.0,51.0,49.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,3038252,1526475,1511777,2273430,1223810,1049620,408976,11096,754141,34097,95311,75.0,80.0,69.0,99.0,45.0,55.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,1616450,798127,818323,1213008,640916,572092,509767,3756,381940,5585,19692,75.0,80.0,70.0,103.0,42.0,58.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,1726601,869280,857321,1176131,653312,522819,345392,57059,441044,8960,31581,68.0,75.0,61.0,99.0,52.0,48.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,565223,282157,283066,375823,208011,167812,175289,2584,135751,1507,7745,66.0,74.0,59.0,100.0,53.0,47.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,1618345,803188,815157,1110545,608776,501769,284804,1283,354493,4494,18272,69.0,76.0,62.0,101.0,47.0,53.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,1353445,682658,670787,978946,536487,442459,249008,1105,291400,5172,22379,72.0,79.0,66.0,98.0,45.0,55.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,3482056,1781571,1700485,2285562,1285107,1000455,580512,119369,835377,20660,63867,66.0,72.0,59.0,95.0,49.0,51.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,1339101,668672,670429,959744,526304,433440,227746,790,314270,5773,24456,72.0,79.0,65.0,100.0,46.0,54.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,2405890,1182416,1223474,1790998,944264,846734,455062,3561,555582,13495,42912,74.0,80.0,69.0,103.0,40.0,60.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,1245899,625683,620216,870080,479403,390677,258200,1835,312310,4667,18830,70.0,77.0,63.0,99.0,47.0,53.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,3728104,1876062,1852042,2791721,1495711,1296010,821646,47243,909400,75634,174279,75.0,80.0,70.0,99.0,41.0,59.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,1264277,626693,637584,946471,503085,443386,430927,3034,303114,4416,15535,75.0,80.0,70.0,102.0,43.0,57.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,2464875,1235889,1228986,1626813,909803,717010,565329,90954,549077,6445,27529,66.0,74.0,58.0,99.0,50.0,50.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,3936331,1961688,1974643,2773928,1504355,1269573,860212,72955,865913,20623,69912,70.0,77.0,64.0,101.0,43.0,57.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,1942288,967709,974579,1398788,760375,638413,399831,2294,505950,10219,37357,72.0,79.0,66.0,101.0,49.0,51.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,378230,194544,183686,276217,151643,124574,61688,210608,46875,273,5067,73.0,78.0,68.0,94.0,41.0,59.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,693947,352860,341087,520402,275646,244756,114968,179426,81601,997,10310,75.0,78.0,72.0,97.0,36.0,64.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,876001,447544,428457,646810,351082,295728,140168,344835,133744,948,10393,74.0,78.0,69.0,96.0,42.0,58.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,1725739,879428,846311,1361354,722998,638356,338094,431944,314567,6394,36186,79.0,82.0,75.0,96.0,40.0,60.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,4418797,2364953,2053844,2680510,1614594,1065916,991325,7255,536402,27183,82012,61.0,68.0,52.0,87.0,31.0,69.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,3673889,1951996,1721893,2092567,1283380,809187,755254,629,268120,13634,58336,57.0,66.0,47.0,88.0,32.0,68.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,5954391,3131807,2822584,3665727,2199340,1466387,1309851,7955,391542,24122,85491,62.0,70.0,52.0,90.0,35.0,65.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,2397888,1212410,1185478,1486939,846676,640263,591125,746,99581,2509,27308,62.0,70.0,54.0,98.0,33.0,67.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,1379545,740040,639505,930836,546198,384638,391622,150,65479,2404,14279,67.0,74.0,60.0,86.0,32.0,68.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,4613913,2285004,2328909,2771917,1559414,1212503,1171378,9327,183381,6652,47324,60.0,68.0,52.0,102.0,30.0,70.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,1303048,700070,602978,797970,489858,308112,149060,14,119121,2989,19999,61.0,70.0,51.0,86.0,32.0,68.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,3487731,1843884,1643847,1398368,878285,520083,509307,11159,85814,2681,35463,40.0,48.0,32.0,89.0,33.0,67.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,3239774,1672902,1566872,1963590,1160960,802630,494698,110114,119972,4672,42969,61.0,69.0,51.0,94.0,31.0,69.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,2148665,1114721,1033944,868357,544943,323414,277212,24887,57400,1551,15510,40.0,49.0,31.0,93.0,35.0,65.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,1799410,965876,833534,1002937,630626,372311,387855,163,73522,1655,18612,56.0,65.0,45.0,86.0,39.0,61.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,3260699,1707073,1553626,1692458,1010518,681940,864559,610,108116,3159,26293,52.0,59.0,44.0,91.0,37.0,63.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,4448359,2357665,2090694,2191759,1342697,849062,557150,3227,272830,15164,56575,49.0,57.0,41.0,89.0,32.0,68.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,2464464,1255272,1209192,1393783,819719,574064,513959,3620,108101,3423,30244,57.0,65.0,47.0,96.0,32.0,68.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,3682713,1921215,1761498,2135393,1241471,893922,787444,3058,268353,7303,37341,58.0,65.0,51.0,92.0,30.0,70.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,3499171,1845260,1653911,2031656,1253314,778342,725600,198,223922,7865,38225,58.0,68.0,47.0,90.0,34.0,66.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,1952756,1017905,934851,1174606,699454,475152,446786,41725,99602,3492,20762,60.0,69.0,51.0,92.0,33.0,67.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,991730,527721,464009,531072,330339,200733,266655,366,41046,827,9437,54.0,63.0,43.0,88.0,40.0,60.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,3100946,1537436,1563510,1875239,1079288,795951,468663,109894,150001,4469,36068,60.0,70.0,51.0,102.0,28.0,72.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,1774480,947339,827141,1055202,647042,408160,281011,140,69591,2635,19712,59.0,68.0,49.0,87.0,31.0,69.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,1581810,845856,735954,1062003,623583,438420,388283,169,113098,2964,21506,67.0,74.0,60.0,87.0,32.0,68.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,2470996,1259628,1211368,1450901,838339,612562,555047,931,127754,4746,28625,59.0,67.0,51.0,96.0,34.0,66.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,1885204,1006240,878964,1092677,654827,437850,312712,230,88081,2624,18733,58.0,65.0,50.0,87.0,31.0,69.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,2632733,1384722,1248011,1512166,911003,601163,651480,340,75263,3385,33501,57.0,66.0,48.0,90.0,40.0,60.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,2498156,1332046,1166110,1521806,912314,609492,473890,2565,196080,5834,31797,61.0,68.0,52.0,88.0,30.0,70.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,1648115,890214,757901,1122947,666065,456882,216105,2215,257586,53181,87188,68.0,75.0,60.0,85.0,35.0,65.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,4681645,2488834,2192811,3123264,1811397,1311867,773463,3968,695130,78116,179552,67.0,73.0,60.0,88.0,32.0,68.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,3620268,1855075,1765193,2197549,1293553,903996,726641,28712,105767,5309,50180,61.0,70.0,51.0,95.0,33.0,67.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,3433919,1787146,1646773,1679994,1034181,645813,531973,870,104084,4313,31811,49.0,58.0,39.0,92.0,34.0,66.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,4440895,2277777,2163118,2700328,1593890,1106438,936061,18172,296619,14597,65360,61.0,70.0,51.0,95.0,30.0,70.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,454768,217070,237698,358091,180555,177536,109256,3044,104120,2521,7525,79.0,83.0,75.0,110.0,53.0,47.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,1104285,593537,510748,653299,408125,245174,241198,474,55929,1196,11037,59.0,69.0,48.0,86.0,40.0,60.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,4092845,2191442,1901403,2221601,1374587,847014,1274505,349,95508,3845,32065,54.0,63.0,45.0,87.0,32.0,68.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,1689974,906092,783882,1075196,653430,421766,468178,832,104176,2217,18615,64.0,72.0,54.0,87.0,37.0,63.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,4494204,2220465,2273739,2731677,1565394,1166283,990345,4736,181467,8002,52398,61.0,70.0,51.0,102.0,32.0,68.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,1998603,1057436,941167,1304513,783705,520808,562505,3873,183340,8517,40774,65.0,74.0,55.0,89.0,41.0,59.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,1840221,963449,876772,983110,600541,382569,318001,164,89329,2825,18303,53.0,62.0,44.0,91.0,33.0,67.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,1656616,881776,774840,1017087,603596,413491,309980,15,61491,2488,18082,61.0,68.0,53.0,88.0,32.0,68.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,1796184,963255,832929,1170243,692964,477279,460544,801,49753,2682,25354,65.0,72.0,57.0,86.0,35.0,65.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,1599596,838485,761111,813424,507279,306145,555397,193,43753,1503,15029,51.0,60.0,40.0,91.0,40.0,60.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,3564544,1818055,1746489,1954820,1183722,771098,544231,80269,127331,3486,35931,55.0,65.0,44.0,96.0,31.0,69.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,1221592,641011,580581,641191,397586,243605,240519,71610,77082,1079,9906,52.0,62.0,42.0,91.0,41.0,59.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,4589838,2394476,2195362,3127260,1742440,1384820,948294,7506,582769,68506,152257,68.0,73.0,63.0,92.0,34.0,66.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,875958,466358,409600,488106,302283,185823,220898,647,42936,1316,11298,56.0,65.0,45.0,88.0,40.0,60.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,1868529,993377,875152,1203885,712110,491775,368206,478,79022,2642,24451,64.0,72.0,56.0,88.0,30.0,70.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,2547184,1367125,1180059,1507746,943346,564400,506580,1520,281239,8726,37596,59.0,69.0,48.0,86.0,33.0,67.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,2205968,1114709,1091259,1363044,773082,589962,474537,22915,149908,2656,26716,62.0,69.0,54.0,98.0,32.0,68.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,3443689,1825743,1617946,2141488,1254520,886968,624149,3390,425624,23717,69473,62.0,69.0,55.0,89.0,32.0,68.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,2496970,1312302,1184668,1428683,865837,562846,661129,20132,145997,4447,24518,57.0,66.0,48.0,90.0,35.0,65.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,4772006,2503186,2268820,2263848,1357435,906413,731406,685,281758,11690,61846,47.0,54.0,40.0,91.0,30.0,70.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,4143512,2193434,1950078,2417339,1448528,968811,561250,317,368153,10077,56149,58.0,66.0,50.0,89.0,31.0,69.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,2031007,1072002,959005,1061095,654290,406805,333558,1714,83006,2870,18097,52.0,61.0,42.0,89.0,30.0,70.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,867848,437744,430104,401515,250122,151393,60429,550427,71612,716,5961,46.0,57.0,35.0,98.0,55.0,45.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,3209141,1606085,1603056,1931559,1121381,810178,709252,723,140538,5149,34400,60.0,70.0,51.0,100.0,33.0,67.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,3405559,1752542,1653017,1965843,1165965,799878,1030367,1756,247856,5184,34788,58.0,67.0,48.0,94.0,35.0,65.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,2335819,1223889,1111930,1043666,630408,413258,307936,358,131112,3847,25960,45.0,52.0,37.0,91.0,32.0,68.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,3466382,1834106,1632276,2077108,1220114,856994,764450,980,404499,9699,38816,60.0,67.0,53.0,89.0,30.0,70.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,1715183,869656,845527,954949,567098,387851,369039,1593,79525,2031,19729,56.0,65.0,46.0,97.0,31.0,69.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,3006538,1606403,1400135,1490930,915142,575788,532673,508,115163,3889,27533,50.0,57.0,41.0,87.0,30.0,70.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,4483992,2375264,2108728,2283733,1397702,886031,1446427,1602,102040,3874,34609,51.0,59.0,42.0,89.0,32.0,68.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,1862559,971344,891215,985708,601988,383720,421661,385018,95582,5149,25220,53.0,62.0,43.0,92.0,39.0,61.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,3797117,1914586,1882531,2239902,1300248,939654,851587,696,233701,5956,44008,59.0,68.0,50.0,98.0,33.0,67.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,3108367,1630087,1478280,1773584,1053063,720521,948588,2926,99466,3476,28719,57.0,65.0,49.0,91.0,36.0,64.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,3676841,1921857,1754984,2403903,1389116,1014787,486958,28617,336056,19214,57583,65.0,72.0,58.0,91.0,33.0,67.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,622506,291081,331425,436497,231604,204893,150995,1281,109876,1830,9858,70.0,80.0,62.0,114.0,48.0,52.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,259898,124326,135572,179483,97546,81937,72061,1982,47083,435,3595,69.0,78.0,60.0,109.0,48.0,52.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,391605,193991,197614,280556,155395,125161,79317,12260,71524,899,5582,72.0,80.0,63.0,102.0,46.0,54.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,259648,131125,128523,177726,102015,75711,47383,1339,37725,548,3159,68.0,78.0,59.0,98.0,38.0,62.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,483439,239306,244133,345550,189623,155927,120378,19535,95421,1344,7932,71.0,79.0,64.0,102.0,45.0,55.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,618931,297986,320945,407994,227406,180588,102130,875,117239,1366,7831,66.0,76.0,56.0,108.0,45.0,55.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,1648902,858783,790119,1037839,598525,439314,238264,123037,254802,7883,28053,63.0,70.0,56.0,92.0,36.0,64.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,330086,168597,161489,215126,128237,86889,80567,3512,52621,602,4104,65.0,76.0,54.0,96.0,48.0,52.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,3596674,1838095,1758579,2232992,1299337,933655,1174447,368690,334670,4273,34128,62.0,71.0,53.0,96.0,41.0,59.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,7717563,3966889,3750674,5247208,2918040,2329168,2115719,489447,1049943,32323,141387,68.0,74.0,62.0,95.0,38.0,62.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,3502404,1790920,1711484,2158447,1201481,956966,1033140,242484,333752,5210,39636,62.0,67.0,56.0,96.0,38.0,62.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,1676276,857199,819077,1083685,596474,487211,482754,275366,168069,2518,24318,65.0,70.0,59.0,96.0,42.0,58.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,1846823,937259,909564,1315585,717673,597912,317275,397389,297176,10943,38065,71.0,77.0,66.0,97.0,37.0,63.0
West Bengal,Haora,22.401674174428507,87.99421176968654,4850029,2500819,2349210,3605206,1942824,1662382,718951,15094,796953,30751,99261,74.0,78.0,71.0,94.0,38.0,62.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,5519145,2814653,2704492,4078388,2211777,1866611,1344021,229243,965258,31725,118459,74.0,79.0,69.0,96.0,39.0,61.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,3872846,1983064,1889782,2498780,1396622,1102158,1458278,731704,382500,9322,48818,65.0,70.0,58.0,95.0,39.0,61.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,4496694,2356766,2139928,3588137,1926915,1661222,241932,10684,927602,136618,252644,80.0,82.0,78.0,91.0,40.0,60.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,3988845,2051541,1937304,2086432,1152019,934413,835430,313984,297716,5357,63525,52.0,56.0,48.0,94.0,39.0,61.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,7103807,3627564,3476243,4055834,2177187,1878647,897534,91035,541169,7951,79729,57.0,60.0,54.0,96.0,36.0,64.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,5167600,2653768,2513832,3480555,1878866,1601689,1546917,140700,623729,12787,77210,67.0,71.0,64.0,95.0,36.0,64.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,2930115,1496996,1433119,1624905,1002058,622847,567767,540652,189889,3551,32862,55.0,67.0,43.0,96.0,43.0,57.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,3007134,1551066,1456068,1489667,853495,636172,807950,162816,199307,2883,31210,50.0,55.0,44.0,94.0,36.0,64.0
